bh_id,country,swl_m,swl_date,comment_water_level,data_owner,contact_person,email,file_name,latitude,longitude
A3N0521,South Africa,20.86,2012-12-05,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0521_WaterLevels.csv,-25.5591,25.8934
A3N0521,South Africa,22.67,2013-06-26,26/06/2014 Bees                                                                                     ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0521_WaterLevels.csv,-25.5591,25.8934
A3N0521,South Africa,24.99,2015-08-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0521_WaterLevels.csv,-25.5591,25.8934
A3N0521,South Africa,25.14,2015-11-12,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0521_WaterLevels.csv,-25.5591,25.8934
D4N2517,South Africa,17.75,2011-06-08,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,19.79,2011-11-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.66,2012-03-01,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,19.67,2012-04-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,20.0,2012-06-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,20.03,2012-07-18,06/09/2012 No entry                                                                                 ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,20.23,2012-10-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,20.25,2012-11-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,21.93,2012-12-05,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.77,2013-06-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.7,2013-10-03,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,33.53,2014-06-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.1,2014-10-02,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.17,2014-11-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.28,2015-03-04,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.3,2015-05-08,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,24.05,2015-06-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,24.53,2015-08-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,25.13,2015-11-12,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,27.95,2016-11-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,27.95,2016-12-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,27.95,2017-01-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,26.76,2017-03-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,25.29,2017-04-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,24.33,2017-06-07,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.2,2017-09-05,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.81,2017-11-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.67,2017-12-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,22.74,2018-02-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.0,2018-05-31,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.11,2018-08-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.15,2018-11-01,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.15,2019-02-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
D4N2517,South Africa,23.8,2019-04-02,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,D4N2517_WaterLevels.csv,-25.59964,25.973670000000002
A3N0514,South Africa,27.95,1998-08-09,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.37,1999-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,27.62,2000-02-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,27.62,2000-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,27.349,2000-03-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,27.0,2000-05-02,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,27.3,2000-06-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,26.83,2000-08-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,26.95,2000-09-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,26.83,2000-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,26.98,2000-11-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,26.98,2000-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.8,2003-01-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.8,2003-02-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.83,2003-04-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.83,2003-05-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.9,2003-08-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.94,2003-11-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A3N0514,South Africa,28.96,2004-01-15,09/06/2010- filled with bees,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0514_WaterLevels.csv,-25.52478,25.91956
A1N0001,South Africa,27.39,1977-01-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,27.58,1977-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,27.56,1977-04-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,27.87,1977-05-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,28.08,1977-06-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,28.23,1977-07-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,28.4,1977-08-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,28.57,1977-09-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,28.79,1977-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.05,1977-11-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.29,1977-12-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.45,1978-01-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.69,1978-02-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.59,1978-03-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.58,1978-04-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.66,1978-05-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.74,1978-06-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.85,1978-07-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.98,1978-08-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,30.09,1978-09-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,30.28,1978-10-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,30.42,1978-11-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,30.64,1979-01-08,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,31.53,1979-06-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,31.67,1979-07-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,31.85,1979-08-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.02,1979-09-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.19,1979-10-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.21,1979-11-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.23,1979-12-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.66,1980-01-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.81,1980-02-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.82,1980-03-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.85,1980-04-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.97,1980-05-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.0,1980-06-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.03,1980-07-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.08,1980-08-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.12,1980-09-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.21,1980-10-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.23,1980-11-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.25,1980-12-09,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,33.43,1981-01-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,32.97,1981-02-17,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.46,1981-03-17,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.46,1981-04-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.45,1981-05-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.53,1981-06-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.58,1981-07-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.63,1981-08-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
