station,date,time,water_level,quality,datatrans,comment,unnamed: 7
D4N2517 ,20150304,12:09,-22.28,26,7,                                                                                                    ,
D4N2517 ,20150508,10:53,-22.3,26,7,                                                                                                    ,
D4N2517 ,20150624,14:30,-24.05,26,7,                                                                                                    ,
D4N2517 ,20150827,12:42,-24.53,26,7,                                                                                                    ,
D4N2517 ,20151112,12:50,-25.13,26,7,                                                                                                    ,
D4N2517 ,20161130,15:38,-27.95,26,7,                                                                                                    ,
D4N2517 ,20161220,15:25,-27.95,26,7,                                                                                                    ,
D4N2517 ,20170126,14:18,-27.95,26,7,                                                                                                    ,
D4N2517 ,20170314,12:43,-26.76,26,7,                                                                                                    ,
D4N2517 ,20170421,12:44,-25.29,26,7,                                                                                                    ,
D4N2517 ,20170607,10:09,-24.33,26,7,                                                                                                    ,
D4N2517 ,20170905,11:22,-23.2,26,7,                                                                                                    ,
D4N2517 ,20171114,11:39,-22.81,26,7,                                                                                                    ,
D4N2517 ,20171214,10:07,-22.67,26,7,                                                                                                    ,
D4N2517 ,20180222,12:14,-22.74,26,7,                                                                                                    ,
D4N2517 ,20180531,11:43,-23.0,26,7,                                                                                                    ,
D4N2517 ,20180814,11:28,-23.11,26,7,                                                                                                    ,
D4N2517 ,20181101,11:07,-23.15,26,7,                                                                                                    ,
D4N2517 ,20190215,12:45,-23.15,26,7,                                                                                                    ,
D4N2517 ,20190402,11:05,-23.8,26,7,                                                                                                    ,
A3N0514 ,19980809,12:00,-27.95,26,7,                                                                                                    ,
A3N0514 ,19991215,12:00,-28.37,26,7,                                                                                                    ,
A3N0514 ,20000215,12:00,-27.62,26,7,                                                                                                    ,
A3N0514 ,20000315,12:00,-27.62,26,7,                                                                                                    ,
A3N0514 ,20000316,12:00,-27.349,26,7,                                                                                                    ,
A3N0514 ,20000502,12:00,-27.0,26,7,                                                                                                    ,
A3N0514 ,20000615,12:00,-27.3,26,7,                                                                                                    ,
A3N0514 ,20000815,12:00,-26.83,26,7,                                                                                                    ,
A3N0514 ,20000915,12:00,-26.95,26,7,                                                                                                    ,
A3N0514 ,20001015,12:00,-26.83,26,7,                                                                                                    ,
A3N0514 ,20001115,12:00,-26.98,26,7,                                                                                                    ,
A3N0514 ,20001215,12:00,-26.98,26,7,                                                                                                    ,
A3N0514 ,20030115,12:00,-28.8,26,7,                                                                                                    ,
A3N0514 ,20030215,12:00,-28.8,26,7,                                                                                                    ,
A3N0514 ,20030415,12:00,-28.83,26,7,                                                                                                    ,
A3N0514 ,20030515,12:00,-28.83,26,7,                                                                                                    ,
A3N0514 ,20030815,12:00,-28.9,26,7,                                                                                                    ,
A3N0514 ,20031115,12:00,-28.94,26,7,                                                                                                    ,
A3N0514 ,20040115,12:00,-28.96,26,7,09/06/2010- filled with bees, assumed dry. 06/08/2011 till 26/06/2014 - no acces                    
A1N0001 ,19770121,00:00,-27.39,26,7,                                                                                                    ,
A1N0001 ,19770315,12:00,-27.58,26,7,                                                                                                    ,
A1N0001 ,19770414,12:00,-27.56,26,7,                                                                                                    ,
A1N0001 ,19770525,12:00,-27.87,26,7,                                                                                                    ,
A1N0001 ,19770626,12:00,-28.08,26,7,                                                                                                    ,
A1N0001 ,19770728,12:00,-28.23,26,7,                                                                                                    ,
A1N0001 ,19770825,12:00,-28.4,26,7,                                                                                                    ,
A1N0001 ,19770922,12:00,-28.57,26,7,                                                                                                    ,
A1N0001 ,19771015,12:00,-28.79,26,7,                                                                                                    ,
A1N0001 ,19771128,12:00,-29.05,26,7,                                                                                                    ,
A1N0001 ,19771230,12:00,-29.29,26,7,                                                                                                    ,
A1N0001 ,19780118,12:00,-29.45,26,7,                                                                                                    ,
A1N0001 ,19780215,12:00,-29.69,26,7,                                                                                                    ,
A1N0001 ,19780329,12:00,-29.59,26,7,                                                                                                    ,
A1N0001 ,19780425,12:00,-29.58,26,7,                                                                                                    ,
A1N0001 ,19780529,12:00,-29.66,26,7,                                                                                                    ,
A1N0001 ,19780629,12:00,-29.74,26,7,                                                                                                    ,
A1N0001 ,19780728,12:00,-29.85,26,7,                                                                                                    ,
A1N0001 ,19780829,12:00,-29.98,26,7,                                                                                                    ,
A1N0001 ,19780925,12:00,-30.09,26,7,                                                                                                    ,
A1N0001 ,19781030,12:00,-30.28,26,7,                                                                                                    ,
A1N0001 ,19781127,12:00,-30.42,26,7,                                                                                                    ,
A1N0001 ,19790108,12:00,-30.64,26,7,                                                                                                    ,
A1N0001 ,19790619,12:00,-31.53,26,7,                                                                                                    ,
A1N0001 ,19790716,12:00,-31.67,26,7,                                                                                                    ,
A1N0001 ,19790820,12:00,-31.85,26,7,                                                                                                    ,
A1N0001 ,19790921,12:00,-32.02,26,7,                                                                                                    ,
A1N0001 ,19791024,12:00,-32.19,26,7,                                                                                                    ,
A1N0001 ,19791121,12:00,-32.21,26,7,                                                                                                    ,
A1N0001 ,19791219,12:00,-32.23,26,7,                                                                                                    ,
A1N0001 ,19800123,12:00,-32.66,26,7,                                                                                                    ,
A1N0001 ,19800220,12:00,-32.81,26,7,                                                                                                    ,
A1N0001 ,19800319,12:00,-32.82,26,7,                                                                                                    ,
A1N0001 ,19800424,12:00,-32.85,26,7,                                                                                                    ,
A1N0001 ,19800521,12:00,-32.97,26,7,                                                                                                    ,
A1N0001 ,19800618,12:00,-33.0,26,7,                                                                                                    ,
A1N0001 ,19800723,12:00,-33.03,26,7,                                                                                                    ,
A1N0001 ,19800821,12:00,-33.08,26,7,                                                                                                    ,
A1N0001 ,19800916,12:00,-33.12,26,7,                                                                                                    ,
A1N0001 ,19801022,12:00,-33.21,26,7,                                                                                                    ,
A1N0001 ,19801118,12:00,-33.23,26,7,                                                                                                    ,
A1N0001 ,19801209,12:00,-33.25,26,7,                                                                                                    ,
A1N0001 ,19810121,12:00,-33.43,26,7,                                                                                                    ,
A1N0001 ,19810217,12:00,-32.97,26,7,                                                                                                    ,
A1N0001 ,19810317,12:00,-34.46,26,7,                                                                                                    ,
A1N0001 ,19810422,12:00,-34.46,26,7,                                                                                                    ,
A1N0001 ,19810519,12:00,-34.45,26,7,                                                                                                    ,
A1N0001 ,19810616,12:00,-34.53,26,7,                                                                                                    ,
A1N0001 ,19810721,12:00,-34.58,26,7,                                                                                                    ,
A1N0001 ,19810818,12:00,-34.63,26,7,                                                                                                    ,
A1N0001 ,19810908,12:00,-34.7,26,7,                                                                                                    ,
A1N0001 ,19811013,12:00,-34.81,26,7,                                                                                                    ,
A1N0001 ,19811110,12:00,-34.93,26,7,                                                                                                    ,
A1N0001 ,19811215,12:00,-34.99,26,7,                                                                                                    ,
A1N0001 ,19820119,12:00,-35.13,26,7,                                                                                                    ,
A1N0001 ,19820217,12:00,-35.23,26,7,                                                                                                    ,
A1N0001 ,19820316,12:00,-35.23,26,7,                                                                                                    ,
A1N0001 ,19820518,12:00,-35.23,26,7,                                                                                                    ,
A1N0001 ,19820622,12:00,-35.32,26,7,                                                                                                    ,
A1N0001 ,19820721,12:00,-35.39,26,7,                                                                                                    ,
A1N0001 ,19820817,12:00,-35.25,26,7,                                                                                                    ,
A1N0001 ,19820921,12:00,-35.43,26,7,                                                                                                    ,
A1N0001 ,19821012,12:00,-35.39,26,7,                                                                                                    ,
A1N0001 ,19821109,12:00,-35.24,26,7,                                                                                                    ,
A1N0001 ,19821214,12:00,-35.39,26,7,                                                                                                    ,
A1N0001 ,19830111,12:00,-35.4,26,7,                                                                                                    ,
A1N0001 ,19830209,12:00,-35.29,26,7,                                                                                                    ,
A1N0001 ,19830310,12:00,-35.39,26,7,                                                                                                    ,
A1N0001 ,19830411,12:00,-35.29,26,7,                                                                                                    ,
A1N0001 ,19830515,12:00,-35.43,26,7,                                                                                                    ,
A1N0001 ,19830615,12:00,-35.51,26,7,                                                                                                    ,
A1N0001 ,19830714,12:00,-35.61,26,7,                                                                                                    ,
A1N0001 ,19830815,12:00,-35.73,26,7,                                                                                                    ,
A1N0001 ,19830915,12:00,-35.9,26,7,                                                                                                    ,
A1N0001 ,19831025,12:00,-36.08,26,7,                                                                                                    ,
A1N0001 ,19831116,12:00,-36.17,26,7,                                                                                                    ,
A1N0001 ,19831213,12:00,-36.37,26,7,                                                                                                    ,
A1N0001 ,19840117,12:00,-36.57,26,7,                                                                                                    ,
A1N0001 ,19840214,12:00,-36.37,26,7,                                                                                                    ,
A1N0001 ,19840313,12:00,-36.53,26,7,                                                                                                    ,
A1N0001 ,19840412,12:00,-36.62,26,7,                                                                                                    ,
A1N0001 ,19840515,12:00,-36.71,26,7,                                                                                                    ,
A1N0001 ,19840615,12:00,-36.72,26,7,                                                                                                    ,
A1N0001 ,19840717,12:00,-36.94,26,7,                                                                                                    ,
A1N0001 ,19840803,12:00,-37.03,26,7,                                                                                                    ,
A1N0001 ,19840905,12:00,-37.13,26,7,                                                                                                    ,
A1N0001 ,19841001,12:00,-37.21,26,7,                                                                                                    ,
A1N0001 ,19841102,12:00,-37.36,26,7,                                                                                                    ,
A1N0001 ,19841204,12:00,-37.5,26,7,                                                                                                    ,
A1N0001 ,19850108,12:00,-37.76,26,7,                                                                                                    ,
A1N0001 ,19850215,12:00,-37.91,26,7,                                                                                                    ,
A1N0001 ,19850315,12:00,-37.78,26,7,                                                                                                    ,
A1N0001 ,19850412,12:00,-37.9,26,7,                                                                                                    ,
A1N0001 ,19850507,12:00,-38.0,26,7,                                                                                                    ,
A1N0001 ,19850603,12:00,-35.65,26,7,                                                                                                    ,
A1N0001 ,19850703,12:00,-37.52,26,7,                                                                                                    ,
A1N0001 ,19850801,12:00,-38.22,26,7,                                                                                                    ,
A1N0001 ,19850829,12:00,-38.16,26,7,                                                                                                    ,
A1N0001 ,19850930,12:00,-38.31,26,7,                                                                                                    ,
A1N0001 ,19851028,12:00,-38.37,26,7,                                                                                                    ,
A1N0001 ,19851128,12:00,-39.47,26,7,                                                                                                    ,
A1N0001 ,19851230,12:00,-39.67,26,7,                                                                                                    ,
A1N0001 ,19860129,12:00,-38.65,26,7,                                                                                                    ,
A1N0001 ,19860227,12:00,-38.13,26,7,                                                                                                    ,
A1N0001 ,19860327,12:00,-39.02,26,7,                                                                                                    ,
A1N0001 ,19860430,12:00,-38.86,26,7,                                                                                                    ,
A1N0001 ,19860515,12:00,-38.94,26,7,                                                                                                    ,
A1N0001 ,19860625,12:00,-39.03,26,7,                                                                                                    ,
A1N0001 ,19860729,12:00,-39.12,26,7,                                                                                                    ,
A1N0001 ,19860826,12:00,-39.32,26,7,                                                                                                    ,
A1N0001 ,19860930,12:00,-39.43,26,7,                                                                                                    ,
A1N0001 ,19861023,12:00,-39.48,26,7,                                                                                                    ,
A1N0001 ,19861126,12:00,-39.56,26,7,                                                                                                    ,
A1N0001 ,19861215,12:00,-29.62,26,7,                                                                                                    ,
A1N0001 ,19870128,12:00,-39.71,26,7,                                                                                                    ,
A1N0001 ,19870226,12:00,-39.76,26,7,                                                                                                    ,
A1N0001 ,19870331,12:00,-39.85,26,7,                                                                                                    ,
A1N0001 ,19870427,12:00,-39.94,26,7,                                                                                                    ,
A1N0001 ,19870604,12:00,-40.0,26,7,                                                                                                    ,
A1N0001 ,19870706,12:00,-40.09,26,7,                                                                                                    ,
A1N0001 ,19870729,12:00,-40.15,26,7,                                                                                                    ,
A1N0001 ,19870902,12:00,-40.21,26,7,                                                                                                    ,
A1N0001 ,19871103,12:00,-40.38,26,7,                                                                                                    ,
A1N0001 ,19871209,12:00,-40.44,26,7,                                                                                                    ,
A1N0001 ,19880105,12:00,-40.54,26,7,                                                                                                    ,
A1N0001 ,19880225,12:00,-40.31,26,7,                                                                                                    ,
A1N0001 ,19880323,12:00,-40.6,26,7,                                                                                                    ,
A1N0001 ,19880421,12:00,-40.5,26,7,                                                                                                    ,
A1N0001 ,19880525,12:00,-40.44,26,7,                                                                                                    ,
A1N0001 ,19880621,12:00,-40.48,26,7,                                                                                                    ,
A1N0001 ,19880715,12:00,-40.46,26,7,                                                                                                    ,
A1N0001 ,19880810,12:00,-40.67,26,7,                                                                                                    ,
A1N0001 ,19880907,12:00,-40.48,26,7,                                                                                                    ,
A1N0001 ,19881006,12:00,-40.53,26,7,                                                                                                    ,
A1N0001 ,19881103,12:00,-40.57,26,7,                                                                                                    ,
A1N0001 ,19881213,12:00,-40.62,26,7,                                                                                                    ,
A1N0001 ,19890111,12:00,-40.56,26,7,                                                                                                    ,
A1N0001 ,19890207,12:00,-40.66,26,7,                                                                                                    ,
A1N0001 ,19890301,12:00,-40.69,26,7,                                                                                                    ,
A1N0001 ,19890329,12:00,-40.43,26,7,                                                                                                    ,
A1N0001 ,19890419,12:00,-40.24,26,7,                                                                                                    ,
A1N0001 ,19890516,12:00,-40.07,26,7,                                                                                                    ,
A1N0001 ,19890620,12:00,-39.87,26,7,                                                                                                    ,
A1N0001 ,19890727,12:00,-39.82,26,7,                                                                                                    ,
A1N0001 ,19890829,12:00,-39.69,26,7,                                                                                                    ,
A1N0001 ,19890919,12:00,-36.67,26,7,                                                                                                    ,
A1N0001 ,19891024,12:00,-36.67,26,7,                                                                                                    ,
A1N0001 ,19891121,12:00,-39.62,26,7,                                                                                                    ,
A1N0001 ,19891220,12:00,-39.66,26,7,                                                                                                    ,
A1N0001 ,19900110,12:00,-39.66,26,7,                                                                                                    ,
A1N0001 ,19900320,12:00,-39.76,26,7,                                                                                                    ,
A1N0001 ,19900418,12:00,-39.84,26,7,                                                                                                    ,
A1N0001 ,19900515,12:00,-39.8,26,7,                                                                                                    ,
A1N0001 ,19900619,12:00,-39.88,26,7,                                                                                                    ,
A1N0001 ,19900718,12:00,-40.01,26,7,                                                                                                    ,
A1N0001 ,19900815,12:00,-40.04,26,7,                                                                                                    ,
A1N0001 ,19900918,12:00,-40.07,26,7,                                                                                                    ,
A1N0001 ,19901016,12:00,-40.13,26,7,                                                                                                    ,
A1N0001 ,19901113,12:00,-40.19,26,7,                                                                                                    ,
A1N0001 ,19901211,12:00,-40.23,26,7,                                                                                                    ,
A1N0001 ,19910115,12:00,-40.37,26,7,                                                                                                    ,
A1N0001 ,19910219,12:00,-40.41,26,7,                                                                                                    ,
A1N0001 ,19910318,12:00,-40.35,26,7,                                                                                                    ,
A1N0001 ,19910416,12:00,-42.5,26,7,                                                                                                    ,
A1N0001 ,19910514,12:00,-40.06,26,7,                                                                                                    ,
A1N0001 ,19910618,12:00,-39.87,26,7,                                                                                                    ,
A1N0001 ,19910716,12:00,-39.76,26,7,                                                                                                    ,
A1N0001 ,19910814,12:00,-39.71,26,7,                                                                                                    ,
A1N0001 ,19910917,12:00,-36.68,26,7,                                                                                                    ,
A1N0001 ,19911016,12:00,-39.69,26,7,                                                                                                    ,
A1N0001 ,19911112,12:00,-39.69,26,7,                                                                                                    ,
A1N0001 ,19920114,12:00,-39.82,26,7,                                                                                                    ,
A1N0001 ,19920212,12:00,-39.88,26,7,                                                                                                    ,
A1N0001 ,19920317,12:00,-39.91,26,7,                                                                                                    ,
A1N0001 ,19920427,12:00,-39.98,26,7,                                                                                                    ,
A1N0001 ,19920520,12:00,-40.05,26,7,                                                                                                    ,
A1N0001 ,19920617,12:00,-40.26,26,7,                                                                                                    ,
A1N0001 ,19920722,12:00,-40.32,26,7,                                                                                                    ,
A1N0001 ,19920824,12:00,-40.37,26,7,                                                                                                    ,
A1N0001 ,19920917,12:00,-40.44,26,7,                                                                                                    ,
A1N0001 ,19921022,12:00,-40.42,26,7,                                                                                                    ,
A1N0001 ,19921117,12:00,-40.47,26,7,                                                                                                    ,
A1N0001 ,19921214,12:00,-40.61,26,7,                                                                                                    ,
A1N0001 ,19930114,12:00,-40.65,26,7,                                                                                                    ,
A1N0001 ,19930216,12:00,-40.77,26,7,                                                                                                    ,
A1N0001 ,19930318,12:00,-40.75,26,7,                                                                                                    ,
A1N0001 ,19930421,12:00,-40.84,26,7,                                                                                                    ,
A1N0001 ,19930524,12:00,-40.99,26,7,                                                                                                    ,
A1N0001 ,19930622,12:00,-40.95,26,7,                                                                                                    ,
A1N0001 ,19930720,12:00,-41.01,26,7,                                                                                                    ,
A1N0001 ,19930818,12:00,-41.15,26,7,                                                                                                    ,
A1N0001 ,19930914,12:00,-41.17,26,7,                                                                                                    ,
A1N0001 ,19931019,12:00,-41.19,26,7,                                                                                                    ,
A1N0001 ,19931125,12:00,-41.29,26,7,                                                                                                    ,
A1N0001 ,19931213,12:00,-41.33,26,7,                                                                                                    ,
A1N0001 ,19940118,12:00,-41.38,26,7,                                                                                                    ,
A1N0001 ,19940216,12:00,-41.42,26,7,                                                                                                    ,
A1N0001 ,19940503,12:00,-41.62,26,7,                                                                                                    ,
A1N0001 ,19940607,12:00,-41.68,26,7,                                                                                                    ,
A1N0001 ,19940629,12:00,-41.81,26,7,                                                                                                    ,
A1N0001 ,19940728,12:00,-41.89,26,7,                                                                                                    ,
A1N0001 ,19940831,12:00,-41.89,26,7,                                                                                                    ,
A1N0001 ,19940922,12:00,-41.71,26,7,                                                                                                    ,
A1N0001 ,19941019,12:00,-41.79,26,7,                                                                                                    ,
A1N0001 ,19941122,12:00,-41.83,26,7,                                                                                                    ,
A1N0001 ,19941220,12:00,-41.88,26,7,                                                                                                    ,
A1N0001 ,19950118,12:00,-41.59,26,7,                                                                                                    ,
A1N0001 ,19950223,12:00,-41.98,26,7,                                                                                                    ,
A1N0001 ,19950329,12:00,-42.04,26,7,                                                                                                    ,
A1N0001 ,19950418,12:00,-42.06,26,7,                                                                                                    ,
A1N0001 ,19950606,12:00,-42.09,26,7,                                                                                                    ,
A1N0001 ,19950626,12:00,-42.65,26,7,                                                                                                    ,
A1N0001 ,19950719,12:00,-42.7,26,7,                                                                                                    ,
A1N0001 ,19950819,12:00,-40.7,26,7,                                                                                                    ,
A1N0001 ,19950911,12:00,-40.7,26,7,                                                                                                    ,
A1N0001 ,19951025,12:00,-40.79,26,7,                                                                                                    ,
A1N0001 ,19951129,12:00,-40.85,26,7,                                                                                                    ,
A1N0001 ,19951215,12:00,-40.87,26,7,                                                                                                    ,
A1N0001 ,19960116,12:00,-42.91,26,7,                                                                                                    ,
A1N0001 ,19960212,12:00,-42.46,26,7,                                                                                                    ,
A1N0001 ,19960315,12:00,-42.26,26,7,                                                                                                    ,
A1N0001 ,19960415,12:00,-42.0,26,7,                                                                                                    ,
A1N0001 ,19960514,12:00,-42.04,26,7,                                                                                                    ,
A1N0001 ,19960515,12:00,-42.04,26,7,                                                                                                    ,
A1N0001 ,19960615,12:00,-41.71,26,7,                                                                                                    ,
A1N0001 ,19960715,12:00,-41.93,26,7,                                                                                                    ,
A1N0001 ,19960815,12:00,-41.96,26,7,                                                                                                    ,
A1N0001 ,19961015,12:00,-52.72,26,7,                                                                                                    ,
A1N0001 ,19961115,12:00,-51.71,26,7,                                                                                                    ,
A1N0001 ,19961215,12:00,-41.7,26,7,                                                                                                    ,
A1N0001 ,19970115,12:00,-41.7,26,7,                                                                                                    ,
A1N0001 ,19970315,12:00,-41.67,26,7,                                                                                                    ,
A1N0001 ,19970415,12:00,-41.89,26,7,                                                                                                    ,
A1N0001 ,19970515,12:00,-40.79,26,7,                                                                                                    ,
A1N0001 ,19970615,12:00,-40.79,26,7,                                                                                                    ,
A1N0001 ,19970715,12:00,-39.31,26,7,                                                                                                    ,
A1N0001 ,19970815,12:00,-38.99,26,7,                                                                                                    ,
A1N0001 ,19970915,12:00,-38.4,26,7,                                                                                                    ,
A1N0001 ,19971015,12:00,-38.54,26,7,                                                                                                    ,
A1N0001 ,19971115,12:00,-38.88,26,7,                                                                                                    ,
A1N0001 ,19980315,12:00,-38.45,26,7,                                                                                                    ,
A1N0001 ,19980415,12:00,-38.85,26,7,                                                                                                    ,
A1N0001 ,19980515,12:00,-38.87,26,7,                                                                                                    ,
A1N0001 ,19980615,12:00,-38.93,26,7,                                                                                                    ,
A1N0001 ,19980715,12:00,-39.21,26,7,                                                                                                    ,
A1N0001 ,19981130,12:00,-39.25,26,7,                                                                                                    ,
A1N0001 ,19990215,12:00,-39.25,26,7,                                                                                                    ,
A1N0001 ,19990315,12:00,-39.44,26,7,                                                                                                    ,
A1N0001 ,19990413,12:00,-38.4,26,7,                                                                                                    ,
A1N0001 ,19990515,12:00,-38.56,26,7,                                                                                                    ,
A1N0001 ,19990606,12:00,-39.62,26,7,                                                                                                    ,
A1N0001 ,20000102,12:00,-39.82,26,7,                                                                                                    ,
A1N0001 ,20000430,12:00,-16.68,26,7,                                                                                                    ,
A1N0001 ,20000512,13:00,-16.6,26,7,                                                                                                    ,
A1N0001 ,20000531,12:00,-16.42,26,7,                                                                                                    ,
A1N0001 ,20000630,12:00,-16.67,26,7,                                                                                                    ,
A1N0001 ,20010715,12:00,-36.73,26,7,                                                                                                    ,
A1N0001 ,20010808,12:00,-36.67,26,7,                                                                                                    ,
A1N0001 ,20010814,12:00,-36.67,26,7,                                                                                                    ,
A1N0001 ,20011023,12:00,-36.73,26,7,                                                                                                    ,
A1N0001 ,20011123,12:00,-30.65,26,7,                                                                                                    ,
A1N0001 ,20011218,12:00,-29.9,26,7,                                                                                                    ,
A1N0001 ,20020116,12:00,-29.85,26,7,                                                                                                    ,
A1N0001 ,20020214,16:00,-34.25,26,7,                                                                                                    ,
A1N0001 ,20021115,12:00,-31.01,26,7,                                                                                                    ,
A1N0001 ,20040315,12:00,-16.67,26,7,                                                                                                    ,
A1N0001 ,20040415,12:00,-16.67,26,7,                                                                                                    ,
A1N0001 ,20040615,12:00,-16.71,26,7,                                                                                                    ,
A1N0001 ,20040715,12:00,-16.73,26,7,                                                                                                    ,
A1N0001 ,20040815,12:00,-16.75,26,7,                                                                                                    ,
A1N0001 ,20040915,12:00,-16.78,26,7,                                                                                                    ,
A1N0001 ,20041015,12:00,-16.82,26,7,                                                                                                    ,
A1N0001 ,20041215,12:00,-16.78,26,7,                                                                                                    ,
A1N0001 ,20050115,12:01,-16.8,26,7,                                                                                                    ,
A1N0001 ,20110927,05:32,-15.79,26,7,                                                                                                    ,
A3N0015 ,19770121,00:00,-3.31,26,7,                                                                                                    ,
A3N0015 ,19770524,12:00,-3.55,26,7,                                                                                                    ,
A3N0015 ,19770624,12:00,-4.21,26,7,                                                                                                    ,
A3N0015 ,19770727,12:00,-4.98,26,7,                                                                                                    ,
A3N0015 ,19770826,12:00,-5.72,26,7,                                                                                                    ,
A3N0015 ,19770923,12:00,-6.4,26,7,                                                                                                    ,
A3N0015 ,19771015,12:00,-7.35,26,7,                                                                                                    ,
A3N0015 ,19771128,12:00,-8.41,26,7,                                                                                                    ,
A3N0015 ,19771230,12:00,-9.4,26,7,                                                                                                    ,
A3N0015 ,19780119,12:00,-10.99,26,7,                                                                                                    ,
A3N0015 ,19780227,12:00,-10.64,26,7,                                                                                                    ,
A3N0015 ,19780331,12:00,-9.23,26,7,                                                                                                    ,
A3N0015 ,19780427,12:00,-8.8,26,7,                                                                                                    ,
A3N0015 ,19780529,12:00,-9.82,26,7,                                                                                                    ,
A3N0015 ,19780629,12:00,-9.83,26,7,                                                                                                    ,
A3N0015 ,19780728,12:00,-10.0,26,7,                                                                                                    ,
A3N0015 ,19780829,12:00,-9.98,26,7,                                                                                                    ,
A3N0015 ,19780927,12:00,-11.28,26,7,                                                                                                    ,
A3N0015 ,19781030,12:00,-11.99,26,7,                                                                                                    ,
A3N0015 ,19781128,12:00,-12.58,26,7,                                                                                                    ,
A3N0015 ,19781215,12:00,-12.58,26,7,                                                                                                    ,
A3N0015 ,19790109,12:00,-12.62,26,7,                                                                                                    ,
A3N0015 ,19790619,12:00,-15.21,26,7,                                                                                                    ,
A3N0015 ,19790716,12:00,-15.24,26,7,                                                                                                    ,
A3N0015 ,19790822,12:00,-15.59,26,7,                                                                                                    ,
A3N0015 ,19790921,12:00,-15.67,26,7,                                                                                                    ,
A3N0015 ,19791024,12:00,-15.79,26,7,                                                                                                    ,
A3N0015 ,19791121,12:00,-15.81,26,7,                                                                                                    ,
A3N0015 ,19791219,12:00,-15.87,26,7,                                                                                                    ,
A3N0015 ,19800123,12:00,-16.48,26,7,                                                                                                    ,
A3N0015 ,19800220,12:00,-16.52,26,7,                                                                                                    ,
A3N0015 ,19800319,12:00,-16.5,26,7,                                                                                                    ,
A3N0015 ,19800424,12:00,-16.53,26,7,                                                                                                    ,
A3N0015 ,19800521,12:00,-16.71,26,7,                                                                                                    ,
A3N0015 ,19800618,12:00,-16.74,26,7,                                                                                                    ,
A3N0015 ,19800723,12:00,-16.83,26,7,                                                                                                    ,
A3N0015 ,19800821,12:00,-16.91,26,7,                                                                                                    ,
A3N0015 ,19800916,12:00,-16.97,26,7,                                                                                                    ,
A3N0015 ,19801022,12:00,-16.99,26,7,                                                                                                    ,
A3N0015 ,19801118,12:00,-17.03,26,7,                                                                                                    ,
A3N0015 ,19801209,12:00,-17.21,26,7,                                                                                                    ,
A3N0015 ,19810120,12:00,-17.23,26,7,                                                                                                    ,
